arm_id,measure_id,week,n,mean,sd,se
ishikawa2013a_f3,ishikawa2013a_m03,0,15,31.9,4.02,
ishikawa2013a_f3,ishikawa2013a_m03,13,15,33.5,3.89,
takeda2012a_fail,takeda2012a_m01,0,21,165,32.32,
takeda2012a_fail,takeda2012a_m01,14,21,193.1,32.58,
takeda2012a_fail,takeda2012a_m02,0,21,76.7,13.52,
takeda2012a_fail,takeda2012a_m02,14,21,90.5,14.15,
takeda2012a_rir3,takeda2012a_m01,0,19,152,34.97,
takeda2012a_rir3,takeda2012a_m01,14,19,178,38,
takeda2012a_rir3,takeda2012a_m02,0,19,70.4,15.62,
takeda2012a_rir3,takeda2012a_m02,14,19,83.9,16.12,
takeda2012a_con,takeda2012a_m01,0,15,163.5,30.73,
takeda2012a_con,takeda2012a_m01,14,15,170.2,33.16,
takeda2012a_con,takeda2012a_m02,0,15,64.3,12.54,
takeda2012a_con,takeda2012a_m02,14,15,65.4,12.91,
delacroix2015a_hl,delacroix2015a_m01,0,16,36.6,8.42,
delacroix2015a_hl,delacroix2015a_m01,8,16,39.9,8.79,
delacroix2015a_hl,delacroix2015a_m01,16,16,43.7,9.15,
delacroix2015a_hl,delacroix2015a_m02,0,16,20.8,2.22,
delacroix2015a_hl,delacroix2015a_m02,8,16,21.7,2.22,
delacroix2015a_hl,delacroix2015a_m02,16,16,21.8,2.23,
delacroix2015a_hl,delacroix2015a_m03,0,16,51.6,8.36,
delacroix2015a_hl,delacroix2015a_m03,8,16,53,8.64,
delacroix2015a_hl,delacroix2015a_m03,16,16,53.5,8.92,
delacroix2015a_ll,delacroix2015a_m01,0,21,41.7,8.75,
delacroix2015a_ll,delacroix2015a_m01,8,21,44.6,8.64,
delacroix2015a_ll,delacroix2015a_m01,16,21,46.5,8.52,
delacroix2015a_ll,delacroix2015a_m02,0,21,19.9,2.64,
delacroix2015a_ll,delacroix2015a_m02,8,21,20,2.75,
delacroix2015a_ll,delacroix2015a_m02,16,21,20.3,2.87,
delacroix2015a_ll,delacroix2015a_m03,0,21,55,7.62,
delacroix2015a_ll,delacroix2015a_m03,8,21,57,7.98,
delacroix2015a_ll,delacroix2015a_m03,16,21,57.7,8.33,
delacroix2015a_con,delacroix2015a_m01,0,20,37,9.03,
delacroix2015a_con,delacroix2015a_m01,8,20,36.4,8.9,
delacroix2015a_con,delacroix2015a_m01,16,20,35.3,8.77,
delacroix2015a_con,delacroix2015a_m02,0,20,20.7,2.61,
delacroix2015a_con,delacroix2015a_m02,8,20,20.6,2.67,
delacroix2015a_con,delacroix2015a_m02,16,20,20.9,2.74,
delacroix2015a_con,delacroix2015a_m03,0,20,55.4,7.73,
delacroix2015a_con,delacroix2015a_m03,8,20,56.7,7.9,
delacroix2015a_con,delacroix2015a_m03,16,20,56.7,8.08,
varga2020a_1set,varga2020a_m01,0,20,35.3,4.9,
varga2020a_1set,varga2020a_m01,9,20,36.3,4.8,
varga2020a_1set,varga2020a_m02,0,20,25.7,5.16,
varga2020a_1set,varga2020a_m02,9,20,25.7,5.23,
varga2020a_1set,varga2020a_m03,0,20,47,6.27,
varga2020a_1set,varga2020a_m03,9,20,46.7,6.86,
varga2020a_1set,varga2020a_m04,0,20,30.8,3.76,
varga2020a_1set,varga2020a_m04,9,20,31.5,4.08,
varga2020a_3set,varga2020a_m01,0,8,36.1,5.35,
varga2020a_3set,varga2020a_m01,9,8,38.4,5.44,
varga2020a_3set,varga2020a_m02,0,8,24.6,4.44,
varga2020a_3set,varga2020a_m02,9,8,23.3,4.52,
varga2020a_3set,varga2020a_m03,0,8,47,6.45,
varga2020a_3set,varga2020a_m03,9,8,48.4,6.15,
varga2020a_3set,varga2020a_m04,0,8,30.4,4.33,
varga2020a_3set,varga2020a_m04,9,8,30,4.44,
varga2020a_5set,varga2020a_m01,0,15,33.7,4.47,
varga2020a_5set,varga2020a_m01,9,15,34.9,4.5,
varga2020a_5set,varga2020a_m02,0,15,24.7,4.78,
varga2020a_5set,varga2020a_m02,9,15,24.8,5.14,
varga2020a_5set,varga2020a_m03,0,15,50.4,5.89,
varga2020a_5set,varga2020a_m03,9,15,51,5.8,
varga2020a_5set,varga2020a_m04,0,15,32,4.08,
varga2020a_5set,varga2020a_m04,9,15,33.5,4.41,
varga2020a_con,varga2020a_m01,0,12,35,5.62,
varga2020a_con,varga2020a_m01,9,12,34.4,5.61,
varga2020a_con,varga2020a_m02,0,12,29.4,4.58,
varga2020a_con,varga2020a_m02,9,12,29.3,5.02,
varga2020a_con,varga2020a_m03,0,12,47,5.81,
varga2020a_con,varga2020a_m03,9,12,46.7,5.72,
varga2020a_con,varga2020a_m04,0,12,30.5,3.62,
varga2020a_con,varga2020a_m04,9,12,31,3.92,
delacroix2021a_hl,delacroix2021a_m01,0,20,92.2,19.13,
delacroix2021a_hl,delacroix2021a_m01,11,20,100.3,20.89,
delacroix2021a_hl,delacroix2021a_m02,0,20,200,46.3,
delacroix2021a_hl,delacroix2021a_m02,11,20,221,48.8,
delacroix2021a_ll,delacroix2021a_m01,0,20,86.1,14.88,
delacroix2021a_ll,delacroix2021a_m01,11,20,95.3,14.8,
delacroix2021a_ll,delacroix2021a_m02,0,20,197,41.7,
delacroix2021a_ll,delacroix2021a_m02,11,20,212,43,
uribe2005a_f1,uribe2005a_m01,0,10,308,62.59,
uribe2005a_f1,uribe2005a_m01,9,10,354.7,65.58,
uribe2005a_f1,uribe2005a_m02,0,10,8215,1487.9,
uribe2005a_f1,uribe2005a_m02,9,10,8150,1595.7,
uribe2005a_f1,uribe2005a_m03,0,10,272.3,52.47,
uribe2005a_f1,uribe2005a_m03,9,10,294.2,55.11,
uribe2005a_f1,uribe2005a_m04,0,10,47.3,9.41,
uribe2005a_f1,uribe2005a_m04,9,10,54.2,10.2,
uribe2005a_f1,uribe2005a_m05,0,10,18.2,5.91,
uribe2005a_f1,uribe2005a_m05,9,10,21.1,6.38,
uribe2005a_f3,uribe2005a_m01,0,21,311,72.44,
uribe2005a_f3,uribe2005a_m01,9,21,347.5,77.12,
uribe2005a_f3,uribe2005a_m02,0,21,6966,1593.5,
uribe2005a_f3,uribe2005a_m02,9,21,6919,1579.7,
uribe2005a_f3,uribe2005a_m03,0,21,259.5,58.17,
uribe2005a_f3,uribe2005a_m03,9,21,285.6,60.45,
uribe2005a_f3,uribe2005a_m04,0,21,52.2,9.13,
uribe2005a_f3,uribe2005a_m04,9,21,58.2,9.42,
uribe2005a_f3,uribe2005a_m05,0,21,20.6,5.97,
uribe2005a_f3,uribe2005a_m05,9,21,23.4,6.27,
takeda2007a_2set,takeda2007a_m01,0,18,53,10.34,
takeda2007a_2set,takeda2007a_m01,16,18,61,9.84,
takeda2007a_2set,takeda2007a_m02,0,18,22.3,2.99,
takeda2007a_2set,takeda2007a_m02,16,18,21.3,3.12,
takeda2007a_2set,takeda2007a_m03,0,18,139.3,30.48,
takeda2007a_2set,takeda2007a_m03,16,18,153.8,30.36,
takeda2007a_2set,takeda2007a_m04,0,18,60.1,6.19,
takeda2007a_2set,takeda2007a_m04,16,18,59,6.74,
takeda2007a_5set,takeda2007a_m01,0,9,52.5,9.32,
takeda2007a_5set,takeda2007a_m01,16,9,59.1,9.22,
takeda2007a_5set,takeda2007a_m02,0,9,23.7,2.76,
takeda2007a_5set,takeda2007a_m02,16,9,24.5,2.88,
takeda2007a_5set,takeda2007a_m03,0,9,154.6,32.16,
takeda2007a_5set,takeda2007a_m03,16,9,177.5,33.49,
takeda2007a_5set,takeda2007a_m04,0,9,60,8.11,
takeda2007a_5set,takeda2007a_m04,16,9,60.4,8.79,
takeda2007a_con,takeda2007a_m01,0,8,45,9.57,
takeda2007a_con,takeda2007a_m01,16,8,46,9.4,
takeda2007a_con,takeda2007a_m02,0,8,22.5,2.33,
takeda2007a_con,takeda2007a_m02,16,8,23.2,2.49,
takeda2007a_con,takeda2007a_m03,0,8,143.2,31.32,
takeda2007a_con,takeda2007a_m03,16,8,130.7,32.25,
takeda2007a_con,takeda2007a_m04,0,8,59.2,7.17,
takeda2007a_con,takeda2007a_m04,16,8,60.3,7.53,
haugen2001a_f1,haugen2001a_m01,0,18,35.5,4.71,
haugen2001a_f1,haugen2001a_m01,12,18,36.8,4.77,
haugen2001a_f1,haugen2001a_m02,0,18,25.6,5.05,
haugen2001a_f1,haugen2001a_m02,12,18,27.1,5.09,
haugen2001a_f1,haugen2001a_m03,0,18,16.2,4.31,
haugen2001a_f1,haugen2001a_m03,12,18,18.7,4.34,
haugen2001a_f1,haugen2001a_m04,0,18,50.6,3.55,
haugen2001a_f1,haugen2001a_m04,12,18,51.2,3.42,
haugen2001a_f3,haugen2001a_m01,0,22,34.9,4.29,
haugen2001a_f3,haugen2001a_m01,12,22,35.9,4.51,
haugen2001a_f3,haugen2001a_m02,0,22,27.4,5.35,
haugen2001a_f3,haugen2001a_m02,12,22,28.5,5.52,
haugen2001a_f3,haugen2001a_m03,0,22,17.2,5.4,
haugen2001a_f3,haugen2001a_m03,12,22,19.2,5.28,
haugen2001a_f3,haugen2001a_m04,0,22,51.6,4.34,
haugen2001a_f3,haugen2001a_m04,12,22,52.2,4.27,
haugen2001b_1set,haugen2001b_m01,0,22,35.6,5.68,
haugen2001b_1set,haugen2001b_m01,4,22,35.9,5.86,
haugen2001b_1set,haugen2001b_m01,8,22,36.5,6.04,
haugen2001b_1set,haugen2001b_m02,0,22,26.9,4.9,
haugen2001b_1set,haugen2001b_m02,4,22,27.1,4.96,
haugen2001b_1set,haugen2001b_m02,8,22,27.9,5.01,
haugen2001b_1set,haugen2001b_m03,0,22,50.5,6.72,
haugen2001b_1set,haugen2001b_m03,4,22,49.2,6.64,
haugen2001b_1set,haugen2001b_m03,8,22,49.6,6.57,
haugen2001b_1set,haugen2001b_m04,0,22,13.7,4.33,
haugen2001b_1set,haugen2001b_m04,4,22,15.1,4.54,
haugen2001b_1set,haugen2001b_m04,8,22,16.3,4.75,
haugen2001b_3set,haugen2001b_m01,0,22,36.4,5.54,
haugen2001b_3set,haugen2001b_m01,4,22,36.7,5.73,
haugen2001b_3set,haugen2001b_m01,8,22,37.7,5.91,
haugen2001b_3set,haugen2001b_m02,0,22,27.4,5.1,
haugen2001b_3set,haugen2001b_m02,4,22,28.3,5.28,
haugen2001b_3set,haugen2001b_m02,8,22,28.7,5.46,
haugen2001b_3set,haugen2001b_m03,0,22,50.8,5.5,
haugen2001b_3set,haugen2001b_m03,4,22,51.1,5.62,
haugen2001b_3set,haugen2001b_m03,8,22,51.4,5.74,
haugen2001b_3set,haugen2001b_m04,0,22,14.9,4.17,
haugen2001b_3set,haugen2001b_m04,4,22,16.8,4.16,
haugen2001b_3set,haugen2001b_m04,8,22,17.9,4.16,
haugen2001b_5set,haugen2001b_m01,0,17,37.8,5.58,
haugen2001b_5set,haugen2001b_m01,4,17,39.3,5.76,
haugen2001b_5set,haugen2001b_m01,8,17,39.6,5.94,
haugen2001b_5set,haugen2001b_m02,0,17,29.9,4.82,
haugen2001b_5set,haugen2001b_m02,4,17,31.5,4.86,
haugen2001b_5set,haugen2001b_m02,8,17,32.4,4.89,
haugen2001b_5set,haugen2001b_m03,0,17,51.8,6.14,
haugen2001b_5set,haugen2001b_m03,4,17,52.7,6.4,
haugen2001b_5set,haugen2001b_m03,8,17,54.1,6.67,
haugen2001b_5set,haugen2001b_m04,0,17,14.8,4.03,
haugen2001b_5set,haugen2001b_m04,4,17,15.3,4.08,
haugen2001b_5set,haugen2001b_m04,8,17,16,4.12,
yilmaz2005a_f1,yilmaz2005a_m01,0,19,37.3,4.27,
yilmaz2005a_f1,yilmaz2005a_m01,12,19,39.5,4.26,
yilmaz2005a_f1,yilmaz2005a_m02,0,19,44,9.38,
yilmaz2005a_f1,yilmaz2005a_m02,12,19,53.2,10.18,
yilmaz2005a_f1,yilmaz2005a_m03,0,19,54.7,4.83,
yilmaz2005a_f1,yilmaz2005a_m03,12,19,56.4,5.08,
yilmaz2005a_f3,yilmaz2005a_m01,0,18,37.2,5.02,
yilmaz2005a_f3,yilmaz2005a_m01,12,18,40.5,5.07,
yilmaz2005a_f3,yilmaz2005a_m02,0,18,41.1,9.11,
yilmaz2005a_f3,yilmaz2005a_m02,12,18,49.1,8.86,
yilmaz2005a_f3,yilmaz2005a_m03,0,18,55.6,4.3,
yilmaz2005a_f3,yilmaz2005a_m03,12,18,57.1,4.28,
ekberg2024a_hl,ekberg2024a_m01,0,18,46.2,5.92,
ekberg2024a_hl,ekberg2024a_m01,14,18,50,6.39,
ekberg2024a_hl,ekberg2024a_m02,0,18,16.1,2.68,
ekberg2024a_hl,ekberg2024a_m02,14,18,17.9,2.88,
ekberg2024a_hl,ekberg2024a_m03,0,18,173.2,38.48,
ekberg2024a_hl,ekberg2024a_m03,14,18,207.8,38.01,
ekberg2024a_ll,ekberg2024a_m01,0,18,44,6.74,
ekberg2024a_ll,ekberg2024a_m01,14,18,47.1,6.52,
ekberg2024a_ll,ekberg2024a_m02,0,18,17.6,2.35,
ekberg2024a_ll,ekberg2024a_m02,14,18,18.8,2.53,
ekberg2024a_ll,ekberg2024a_m03,0,18,158.8,32.87,
ekberg2024a_ll,ekberg2024a_m03,14,18,181.1,32.53,
ekberg2024a_con,ekberg2024a_m01,0,17,45.3,6.01,
ekberg2024a_con,ekberg2024a_m01,14,17,45.1,6.49,
ekberg2024a_con,ekberg2024a_m02,0,17,17.3,2.82,
ekberg2024a_con,ekberg2024a_m02,14,17,16.7,2.93,
ekberg2024a_con,ekberg2024a_m03,0,17,169.6,33.53,
ekberg2024a_con,ekberg2024a_m03,14,17,164.1,32.02,
petrakis2007a_2set,petrakis2007a_m01,0,11,286.2,50.89,
petrakis2007a_2set,petrakis2007a_m01,4,11,307.4,52.77,
petrakis2007a_2set,petrakis2007a_m01,9,11,328.4,54.65,
petrakis2007a_2set,petrakis2007a_m02,0,11,52,6.53,
petrakis2007a_2set,petrakis2007a_m02,4,11,52.6,6.37,
petrakis2007a_2set,petrakis2007a_m02,9,11,53.9,6.2,
petrakis2007a_2set,petrakis2007a_m03,0,11,20.5,2.73,
petrakis2007a_2set,petrakis2007a_m03,4,11,20.8,2.72,
petrakis2007a_2set,petrakis2007a_m03,9,11,21.6,2.71,
petrakis2007a_2set,petrakis2007a_m04,0,11,17.4,5.14,
petrakis2007a_2set,petrakis2007a_m04,4,11,18.6,5.15,
petrakis2007a_2set,petrakis2007a_m04,9,11,20.1,5.16,
petrakis2007a_5set,petrakis2007a_m01,0,11,279.4,46.51,
petrakis2007a_5set,petrakis2007a_m01,4,11,295.6,45.77,
petrakis2007a_5set,petrakis2007a_m01,9,11,318.9,45.03,
petrakis2007a_5set,petrakis2007a_m02,0,11,52.1,8.35,
petrakis2007a_5set,petrakis2007a_m02,4,11,54.6,8.64,
petrakis2007a_5set,petrakis2007a_m02,9,11,57.4,8.94,
petrakis2007a_5set,petrakis2007a_m03,0,11,21.3,2.26,
petrakis2007a_5set,petrakis2007a_m03,4,11,21.6,2.37,
petrakis2007a_5set,petrakis2007a_m03,9,11,22.3,2.48,
petrakis2007a_5set,petrakis2007a_m04,0,11,18,5.14,
petrakis2007a_5set,petrakis2007a_m04,4,11,20,5.24,
petrakis2007a_5set,petrakis2007a_m04,9,11,21.3,5.35,
ekberg2010a_hl,ekberg2010a_m01,0,16,32.7,5.56,
ekberg2010a_hl,ekberg2010a_m01,11,16,33.5,5.75,
ekberg2010a_hl,ekberg2010a_m02,0,16,6533,1196.3,
ekberg2010a_hl,ekberg2010a_m02,11,16,6628,1163.9,
ekberg2010a_hl,ekberg2010a_m03,0,16,34.7,4.67,
ekberg2010a_hl,ekberg2010a_m03,11,16,35.5,4.87,
ekberg2010a_ll,ekberg2010a_m01,0,8,29,5.22,
ekberg2010a_ll,ekberg2010a_m01,11,8,30,5.35,
ekberg2010a_ll,ekberg2010a_m02,0,8,5692,1399.6,
ekberg2010a_ll,ekberg2010a_m02,11,8,5538,1486.9,
ekberg2010a_ll,ekberg2010a_m03,0,8,36.1,4.73,
ekberg2010a_ll,ekberg2010a_m03,11,8,36.3,5.19,
laurent2024a_fail,laurent2024a_m01,0,12,237,47,
laurent2024a_fail,laurent2024a_m01,5,12,270,46.6,
laurent2024a_fail,laurent2024a_m01,11,12,296,46.3,
laurent2024a_fail,laurent2024a_m02,0,12,26.6,3.82,
laurent2024a_fail,laurent2024a_m02,5,12,28.2,3.87,
laurent2024a_fail,laurent2024a_m02,11,12,28.8,3.93,
laurent2024a_fail,laurent2024a_m03,0,12,37.6,5.13,
laurent2024a_fail,laurent2024a_m03,5,12,39.6,5.3,
laurent2024a_fail,laurent2024a_m03,11,12,39.9,5.46,
laurent2024a_fail,laurent2024a_m04,0,12,6332,1418.7,
laurent2024a_fail,laurent2024a_m04,5,12,6846,1383.8,
laurent2024a_fail,laurent2024a_m04,11,12,7068,1348.9,
laurent2024a_rir3,laurent2024a_m01,0,8,233,49.6,
laurent2024a_rir3,laurent2024a_m01,5,8,254,49.3,
laurent2024a_rir3,laurent2024a_m01,11,8,263,49,
laurent2024a_rir3,laurent2024a_m02,0,8,22.3,4.56,
laurent2024a_rir3,laurent2024a_m02,5,8,23.2,4.77,
laurent2024a_rir3,laurent2024a_m02,11,8,23.6,4.98,
laurent2024a_rir3,laurent2024a_m03,0,8,42.8,4.81,
laurent2024a_rir3,laurent2024a_m03,5,8,44.3,4.72,
laurent2024a_rir3,laurent2024a_m03,11,8,46.3,4.62,
laurent2024a_rir3,laurent2024a_m04,0,8,6505,1222.1,
laurent2024a_rir3,laurent2024a_m04,5,8,6827,1221,
laurent2024a_rir3,laurent2024a_m04,11,8,6999,1219.9,
yilmaz1999a_2set,yilmaz1999a_m01,0,13,29.9,4.21,
yilmaz1999a_2set,yilmaz1999a_m01,13,13,30.4,4.31,
yilmaz1999a_2set,yilmaz1999a_m02,0,13,26.4,5.03,
yilmaz1999a_2set,yilmaz1999a_m02,13,13,25.8,4.82,
yilmaz1999a_2set,yilmaz1999a_m03,0,13,33.1,5.64,
yilmaz1999a_2set,yilmaz1999a_m03,13,13,31.1,6.21,
yilmaz1999a_2set,yilmaz1999a_m04,0,13,40.8,5.51,
yilmaz1999a_2set,yilmaz1999a_m04,13,13,41.6,5.58,
yilmaz1999a_2set,yilmaz1999a_m05,0,13,23,6.3,
yilmaz1999a_2set,yilmaz1999a_m05,13,13,21.8,6.21,
yilmaz1999a_5set,yilmaz1999a_m01,0,10,30.8,4.35,
yilmaz1999a_5set,yilmaz1999a_m01,13,10,32,4.18,
yilmaz1999a_5set,yilmaz1999a_m02,0,10,29,5.03,
yilmaz1999a_5set,yilmaz1999a_m02,13,10,30,5.03,
yilmaz1999a_5set,yilmaz1999a_m03,0,10,33.6,4.71,
yilmaz1999a_5set,yilmaz1999a_m03,13,10,35.2,4.93,
yilmaz1999a_5set,yilmaz1999a_m04,0,10,40.9,4.6,
yilmaz1999a_5set,yilmaz1999a_m04,13,10,42.2,4.81,
yilmaz1999a_5set,yilmaz1999a_m05,0,10,20.1,6.46,
yilmaz1999a_5set,yilmaz1999a_m05,13,10,17.5,6.46,
rosales2018a_fail,rosales2018a_m01,0,18,67.5,14.33,
rosales2018a_fail,rosales2018a_m01,11,18,83.4,14.7,
rosales2018a_fail,rosales2018a_m02,0,18,31.8,4.06,
rosales2018a_fail,rosales2018a_m02,11,18,34.3,3.88,
rosales2018a_fail,rosales2018a_m03,0,18,17.4,2.27,
rosales2018a_fail,rosales2018a_m03,11,18,18.5,2.17,
rosales2018a_fail,rosales2018a_m04,0,18,89.9,19.86,
rosales2018a_fail,rosales2018a_m04,11,18,114.2,20.83,
rosales2018a_fail,rosales2018a_m05,0,18,49.7,6.16,
rosales2018a_fail,rosales2018a_m05,11,18,53,6.63,
rosales2018a_fail,rosales2018a_m06,0,18,18.2,6.15,
rosales2018a_fail,rosales2018a_m06,11,18,20.4,5.99,
rosales2018a_rir1,rosales2018a_m01,0,13,62,12.74,
rosales2018a_rir1,rosales2018a_m01,11,13,79.8,13.75,
rosales2018a_rir1,rosales2018a_m02,0,13,32.5,3.77,
rosales2018a_rir1,rosales2018a_m02,11,13,34.1,3.96,
rosales2018a_rir1,rosales2018a_m03,0,13,18.5,2.05,
rosales2018a_rir1,rosales2018a_m03,11,13,19.6,2,
rosales2018a_rir1,rosales2018a_m04,0,13,101.9,21.16,
rosales2018a_rir1,rosales2018a_m04,11,13,133.4,20.62,
rosales2018a_rir1,rosales2018a_m05,0,13,50.9,6.08,
rosales2018a_rir1,rosales2018a_m05,11,13,53.7,6.31,
rosales2018a_rir1,rosales2018a_m06,0,13,16.2,6.48,
rosales2018a_rir1,rosales2018a_m06,11,13,15.9,7.13,
rosales2018a_rir3,rosales2018a_m01,0,20,60.9,12.18,
rosales2018a_rir3,rosales2018a_m01,11,20,75.7,12.23,
rosales2018a_rir3,rosales2018a_m02,0,20,32.1,4.56,
rosales2018a_rir3,rosales2018a_m02,11,20,34.5,4.69,
rosales2018a_rir3,rosales2018a_m03,0,20,19.1,1.89,
rosales2018a_rir3,rosales2018a_m03,11,20,20.8,1.9,
rosales2018a_rir3,rosales2018a_m04,0,20,90.3,16.91,
rosales2018a_rir3,rosales2018a_m04,11,20,112.6,18.27,
rosales2018a_rir3,rosales2018a_m05,0,20,50.6,6.38,
rosales2018a_rir3,rosales2018a_m05,11,20,52.8,6.26,
rosales2018a_rir3,rosales2018a_m06,0,20,18.9,5.78,
rosales2018a_rir3,rosales2018a_m06,11,20,19.3,6.03,
rosales2018a_con,rosales2018a_m01,0,22,65.3,12.91,
rosales2018a_con,rosales2018a_m01,11,22,65.5,13.53,
rosales2018a_con,rosales2018a_m02,0,22,34,4.2,
rosales2018a_con,rosales2018a_m02,11,22,33.6,4.24,
rosales2018a_con,rosales2018a_m03,0,22,18.4,2.38,
rosales2018a_con,rosales2018a_m03,11,22,17.9,2.55,
rosales2018a_con,rosales2018a_m04,0,22,93.4,16.82,
rosales2018a_con,rosales2018a_m04,11,22,94.3,18.18,
rosales2018a_con,rosales2018a_m05,0,22,51.3,6.72,
rosales2018a_con,rosales2018a_m05,11,22,52.6,7,
rosales2018a_con,rosales2018a_m06,0,22,18.4,5.54,
rosales2018a_con,rosales2018a_m06,11,22,17.8,5.74,
lindqvist2010a_hl,lindqvist2010a_m01,0,9,30.8,4.78,
lindqvist2010a_hl,lindqvist2010a_m01,5,9,31.4,4.78,
lindqvist2010a_hl,lindqvist2010a_m01,11,9,32.9,4.79,
lindqvist2010a_hl,lindqvist2010a_m02,0,9,48.5,8.23,
lindqvist2010a_hl,lindqvist2010a_m02,5,9,54.1,8.58,
lindqvist2010a_hl,lindqvist2010a_m02,11,9,57,8.94,
lindqvist2010a_hl,lindqvist2010a_m03,0,9,24.6,4.54,
lindqvist2010a_hl,lindqvist2010a_m03,5,9,25.8,4.71,
lindqvist2010a_hl,lindqvist2010a_m03,11,9,26.5,4.88,
lindqvist2010a_hl,lindqvist2010a_m04,0,9,28.1,3.11,
lindqvist2010a_hl,lindqvist2010a_m04,5,9,28.2,3.21,
lindqvist2010a_hl,lindqvist2010a_m04,11,9,28.5,3.31,
lindqvist2010a_hl,lindqvist2010a_m05,0,9,48.9,5.77,
lindqvist2010a_hl,lindqvist2010a_m05,5,9,50,5.82,
lindqvist2010a_hl,lindqvist2010a_m05,11,9,49.8,5.87,
lindqvist2010a_hl,lindqvist2010a_m06,0,9,18.5,5.33,
lindqvist2010a_hl,lindqvist2010a_m06,5,9,19.2,5.27,
lindqvist2010a_hl,lindqvist2010a_m06,11,9,19.5,5.22,
lindqvist2010a_ll,lindqvist2010a_m01,0,19,30.8,4.82,
lindqvist2010a_ll,lindqvist2010a_m01,5,19,31.9,4.96,
lindqvist2010a_ll,lindqvist2010a_m01,11,19,31.6,5.1,
lindqvist2010a_ll,lindqvist2010a_m02,0,19,44.6,8.17,
lindqvist2010a_ll,lindqvist2010a_m02,5,19,46.9,8.12,
lindqvist2010a_ll,lindqvist2010a_m02,11,19,49.5,8.07,
lindqvist2010a_ll,lindqvist2010a_m03,0,19,25.3,4.85,
lindqvist2010a_ll,lindqvist2010a_m03,5,19,26,5.07,
lindqvist2010a_ll,lindqvist2010a_m03,11,19,26.5,5.29,
lindqvist2010a_ll,lindqvist2010a_m04,0,19,27.7,3.63,
lindqvist2010a_ll,lindqvist2010a_m04,5,19,28.1,3.73,
lindqvist2010a_ll,lindqvist2010a_m04,11,19,28.2,3.83,
lindqvist2010a_ll,lindqvist2010a_m05,0,19,52.6,5.71,
lindqvist2010a_ll,lindqvist2010a_m05,5,19,53.5,5.93,
lindqvist2010a_ll,lindqvist2010a_m05,11,19,54.1,6.16,
lindqvist2010a_ll,lindqvist2010a_m06,0,19,17.2,5.4,
lindqvist2010a_ll,lindqvist2010a_m06,5,19,15.7,5.31,
lindqvist2010a_ll,lindqvist2010a_m06,11,19,14.5,5.21,
lindqvist2010a_con,lindqvist2010a_m01,0,9,31.7,3.77,
lindqvist2010a_con,lindqvist2010a_m01,5,9,31.2,3.82,
lindqvist2010a_con,lindqvist2010a_m01,11,9,30.6,3.88,
lindqvist2010a_con,lindqvist2010a_m02,0,9,50.3,9.02,
lindqvist2010a_con,lindqvist2010a_m02,5,9,52.5,9.01,
lindqvist2010a_con,lindqvist2010a_m02,11,9,52.4,8.99,
lindqvist2010a_con,lindqvist2010a_m03,0,9,24.8,3.87,
lindqvist2010a_con,lindqvist2010a_m03,5,9,25.4,4.06,
lindqvist2010a_con,lindqvist2010a_m03,11,9,25.7,4.25,
lindqvist2010a_con,lindqvist2010a_m04,0,9,28.2,3.9,
lindqvist2010a_con,lindqvist2010a_m04,5,9,27.8,3.95,
lindqvist2010a_con,lindqvist2010a_m04,11,9,27.6,4.01,
lindqvist2010a_con,lindqvist2010a_m05,0,9,55.7,5.21,
lindqvist2010a_con,lindqvist2010a_m05,5,9,57.3,5.22,
lindqvist2010a_con,lindqvist2010a_m05,11,9,58.2,5.23,
lindqvist2010a_con,lindqvist2010a_m06,0,9,17.7,6.95,
lindqvist2010a_con,lindqvist2010a_m06,5,9,17.1,7.19,
lindqvist2010a_con,lindqvist2010a_m06,11,9,16.1,7.43,
quinlan2011a_2set,quinlan2011a_m01,0,17,22.4,4.37,
quinlan2011a_2set,quinlan2011a_m01,15,17,23.4,4.43,
quinlan2011a_2set,quinlan2011a_m02,0,17,5817,1329.8,
quinlan2011a_2set,quinlan2011a_m02,15,17,6256,1339.8,
quinlan2011a_2set,quinlan2011a_m03,0,17,266.6,44.6,
quinlan2011a_2set,quinlan2011a_m03,15,17,324.9,48.29,
quinlan2011a_2set,quinlan2011a_m04,0,17,41.2,5.07,
quinlan2011a_2set,quinlan2011a_m04,15,17,42.5,5.35,
quinlan2011a_2set,quinlan2011a_m05,0,17,21,6.61,
quinlan2011a_2set,quinlan2011a_m05,15,17,24.6,6.49,
quinlan2011a_2set,quinlan2011a_m06,0,17,56.1,4.19,
quinlan2011a_2set,quinlan2011a_m06,15,17,56.7,4.45,
quinlan2011a_5set,quinlan2011a_m01,0,17,27.6,4.51,
quinlan2011a_5set,quinlan2011a_m01,15,17,28,4.34,
quinlan2011a_5set,quinlan2011a_m02,0,17,6298,1425.3,
quinlan2011a_5set,quinlan2011a_m02,15,17,6594,1543.7,
quinlan2011a_5set,quinlan2011a_m03,0,17,261.7,58.58,
quinlan2011a_5set,quinlan2011a_m03,15,17,307.5,55.66,
quinlan2011a_5set,quinlan2011a_m04,0,17,41,6.29,
quinlan2011a_5set,quinlan2011a_m04,15,17,43.1,6.39,
quinlan2011a_5set,quinlan2011a_m05,0,17,22.4,5.63,
quinlan2011a_5set,quinlan2011a_m05,15,17,24.7,5.81,
quinlan2011a_5set,quinlan2011a_m06,0,17,54.3,3.94,
