arm_id,week,session,exercise_order,set,link_id,link_type,link_sequence,exercise,implement,pattern,reps_min,reps_max,relative_load_type,relative_load_min,relative_load_max,rm_min,rm_max,ptf_type,failure_definition,ptf,velocity_loss,tempo_eccentric,tempo_pause,tempo_concentric,rest_intra_set,rest_inter_set
oduya2021a_5set,8,2,3,3,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,8,2,3,4,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,8,2,3,5,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,8,2,4,1,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,8,2,4,2,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,8,2,4,3,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,8,2,4,4,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,8,2,4,5,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,8,2,5,1,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,8,2,5,2,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,8,2,5,3,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,8,2,5,4,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,8,2,5,5,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,9,1,1,1,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,1,1,2,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,1,1,3,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,1,1,4,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,1,1,5,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,9,1,2,1,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,1,2,2,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,1,2,3,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,1,2,4,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,1,2,5,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,9,1,3,1,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,1,3,2,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,1,3,3,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,1,3,4,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,1,3,5,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,9,1,4,1,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,1,4,2,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,1,4,3,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,1,4,4,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,1,4,5,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,9,1,5,1,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,1,5,2,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,1,5,3,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,1,5,4,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,1,5,5,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,9,2,1,1,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,2,1,2,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,2,1,3,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,2,1,4,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,2,1,5,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,9,2,2,1,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,2,2,2,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,2,2,3,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,2,2,4,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,2,2,5,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,9,2,3,1,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,2,3,2,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,2,3,3,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,2,3,4,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,2,3,5,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,9,2,4,1,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,2,4,2,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,2,4,3,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,2,4,4,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,2,4,5,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,9,2,5,1,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,2,5,2,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,2,5,3,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,2,5,4,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,9,2,5,5,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,10,1,1,1,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,1,1,2,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,1,1,3,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,1,1,4,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,1,1,5,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,10,1,2,1,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,1,2,2,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,1,2,3,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,1,2,4,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,1,2,5,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,10,1,3,1,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,1,3,2,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,1,3,3,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,1,3,4,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,1,3,5,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,10,1,4,1,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,1,4,2,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,1,4,3,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,1,4,4,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,1,4,5,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,10,1,5,1,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,1,5,2,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,1,5,3,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,1,5,4,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,1,5,5,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,10,2,1,1,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,2,1,2,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,2,1,3,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,2,1,4,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,2,1,5,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,10,2,2,1,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,2,2,2,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,2,2,3,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,2,2,4,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,2,2,5,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,10,2,3,1,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,2,3,2,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,2,3,3,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,2,3,4,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,2,3,5,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,10,2,4,1,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,2,4,2,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,2,4,3,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,2,4,4,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,2,4,5,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,10,2,5,1,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,2,5,2,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,2,5,3,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,2,5,4,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,10,2,5,5,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,11,1,1,1,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,1,1,2,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,1,1,3,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,1,1,4,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,1,1,5,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,11,1,2,1,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,1,2,2,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,1,2,3,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,1,2,4,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,1,2,5,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,11,1,3,1,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,1,3,2,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,1,3,3,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,1,3,4,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,1,3,5,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,11,1,4,1,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,1,4,2,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,1,4,3,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,1,4,4,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,1,4,5,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,11,1,5,1,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,1,5,2,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,1,5,3,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,1,5,4,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,1,5,5,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,11,2,1,1,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,2,1,2,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,2,1,3,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,2,1,4,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,2,1,5,,,,Wide-Grip Lat Pull-Down,Cable,Pulldown,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,11,2,2,1,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,2,2,2,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,2,2,3,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,2,2,4,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,2,2,5,,,,Barbell Biceps Curl,Barbell,Elbow Flexion,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,11,2,3,1,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,2,3,2,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,2,3,3,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,2,3,4,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,2,3,5,,,,Cable Triceps Pushdown,Cable,Elbow Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,11,2,4,1,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,2,4,2,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,2,4,3,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,2,4,4,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,2,4,5,,,,Leg Press,Machine,Leg Press,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
oduya2021a_5set,11,2,5,1,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,2,5,2,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,2,5,3,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,2,5,4,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,2
oduya2021a_5set,11,2,5,5,,,,Leg Extension,Machine,Knee Extension,8,12,%1RM,70,75,,,FAIL,Volitional Failure,0,,,,,,
abernathy2017a_1set,1,1,1,1,,,,Leg Press,Machine,Leg Press,8,12,RM,,,8,12,FAIL,Momentary Muscular Failure,0,,3,0,,,
abernathy2017a_1set,1,1,2,1,,,,Dumbbell Walking Lunge,Dumbbell,Lunge,8,12,RM,,,8,12,FAIL,Momentary Muscular Failure,0,,3,0,,,
abernathy2017a_1set,1,1,3,1,,,,Romanian Deadlift,Barbell,Deadlift,8,12,RM,,,8,12,FAIL,Momentary Muscular Failure,0,,3,0,,,
abernathy2017a_1set,1,2,1,1,,,,Leg Press,Machine,Leg Press,8,12,RM,,,8,12,FAIL,Momentary Muscular Failure,0,,3,0,,,
abernathy2017a_1set,1,2,2,1,,,,Dumbbell Walking Lunge,Dumbbell,Lunge,8,12,RM,,,8,12,FAIL,Momentary Muscular Failure,0,,3,0,,,
abernathy2017a_1set,1,2,3,1,,,,Romanian Deadlift,Barbell,Deadlift,8,12,RM,,,8,12,FAIL,Momentary Muscular Failure,0,,3,0,,,
abernathy2017a_1set,2,1,1,1,,,,Leg Press,Machine,Leg Press,8,12,RM,,,8,12,FAIL,Momentary Muscular Failure,0,,3,0,,,
abernathy2017a_1set,2,1,2,1,,,,Dumbbell Walking Lunge,Dumbbell,Lunge,8,12,RM,,,8,12,FAIL,Momentary Muscular Failure,0,,3,0,,,
abernathy2017a_1set,2,1,3,1,,,,Romanian Deadlift,Barbell,Deadlift,8,12,RM,,,8,12,FAIL,Momentary Muscular Failure,0,,3,0,,,
abernathy2017a_1set,2,2,1,1,,,,Leg Press,Machine,Leg Press,8,12,RM,,,8,12,FAIL,Momentary Muscular Failure,0,,3,0,,,
